Time [s],Packet ID,MOSI,MISO
0.0000000000,0,The initial (idle) state of the CLK line does not match the settings,
0.0000145600,2,0x1000,
0.0000161000,2,0x2A80,
0.0000176200,2,0x2A80,
0.0000191600,2,0x2A80,
0.0000207000,2,0x2A80,
0.0000222400,2,0x2A80,
0.0000237800,2,0x2A80,
0.0000253000,2,0x2A80,
0.0000278000,3,0x0000,
0.0000293400,3,0xD500,
0.0000308800,3,0xD500,
0.0000324200,3,0xD500,
0.0000339400,3,0xD500,
0.0000354800,3,0xD500,
0.0000370200,3,0xD500,
0.0000385600,3,0xD500,
0.0000409600,4,0x1FF8,
0.0000425000,4,0x8078,
0.0000440200,4,0x8078,
0.0000455600,4,0x8078,
0.0000471000,4,0x8078,
0.0000486400,4,0x8078,
0.0000501800,4,0x8078,
0.0000517000,4,0x8078,
0.0000541000,5,0xE000,
0.0000556400,5,0x2A80,
0.0000571800,5,0x2A80,
0.0000587200,5,0x2A80,
0.0000602600,5,0x2A80,
0.0000617800,5,0x2A80,
0.0000633200,5,0x2A80,
0.0000648600,5,0x2A80,
0.0000672600,6,0x0000,
0.0000688000,6,0xAA80,
0.0000703400,6,0xAA80,
0.0000718600,6,0xAA80,
0.0000734000,6,0xAA80,
0.0000749400,6,0xAA80,
0.0000764800,6,0xAA80,
0.0000780200,6,0xAA80,
0.0000804200,7,0x000F,
0.0000819400,7,0xFF8F,
0.0000834800,7,0xFF8F,
0.0000850200,7,0xFF8F,
0.0000865600,7,0xFF8F,
0.0000881000,7,0xFF8F,
0.0000896200,7,0xFF8F,
0.0000911600,7,0xFF8F,
0.0000935600,8,0x000F,
0.0000951000,8,0xFF8F,
0.0000966400,8,0xFF8F,
0.0000981800,8,0xFF8F,
0.0000997000,8,0xFF8F,
0.0001012400,8,0xFF8F,
0.0001027800,8,0xFF8F,
0.0001043200,8,0xFF8F,
0.0001067200,9,0x000F,
0.0001082600,9,0xFF8F,
0.0001097800,9,0xFF8F,
0.0001113200,9,0xFF8F,
0.0001128600,9,0xFF8F,
0.0001144000,9,0xFF8F,
0.0001159400,9,0xFF8F,
0.0001174600,9,0xFF8F,
0.0001198600,10,0x000F,
0.0001214000,10,0xFF8F,
0.0001229400,10,0xFF8F,
0.0001244800,10,0xFF8F,
0.0001260200,10,0xFF8F,
0.0001275600,10,0xFF8F,
0.0001290800,10,0xFF8F,
0.0001306200,10,0xFF8F,
0.0001330200,11,0x000F,
0.0001345600,11,0xFF8F,
0.0001361000,11,0xFF8F,
0.0001376400,11,0xFF8F,
0.0001391600,11,0xFF8F,
0.0001407000,11,0xFF8F,
0.0001422400,11,0xFF8F,
0.0001437800,11,0xFF8F,
0.0001461800,12,0x000F,
0.0001477200,12,0xFF8F,
0.0001492400,12,0xFF8F,
0.0001507800,12,0xFF8F,
0.0001523200,12,0xFF8F,
0.0001538600,12,0xFF8F,
0.0001553800,12,0xFF8F,
0.0001569200,12,0xFF8F,
0.0001593200,13,0x000F,
0.0001608600,13,0xFF8F,
0.0001624000,13,0xFF8F,
0.0001639400,13,0xFF8F,
0.0001654800,13,0xFF8F,
0.0001670000,13,0xFF8F,
0.0001685400,13,0xFF8F,
0.0001700800,13,0xFF8F,
0.0001724800,14,0x000F,
0.0001740200,14,0xFF8F,
0.0001755600,14,0xFF8F,
0.0001770800,14,0xFF8F,
0.0001786200,14,0xFF8F,
0.0001801600,14,0xFF8F,
0.0001817000,14,0xFF8F,
0.0001832400,14,0xFF8F,
0.0001856400,15,0x000F,
0.0001871600,15,0xFF8F,
0.0001887000,15,0xFF8F,
0.0001902400,15,0xFF8F,
0.0001917800,15,0xFF8F,
0.0001933200,15,0xFF8F,
0.0001948400,15,0xFF8F,
0.0001963800,15,0xFF8F,
0.0001987800,16,0x000F,
0.0002003200,16,0xFF8F,
0.0002018600,16,0xFF8F,
0.0002034000,16,0xFF8F,
0.0002049200,16,0xFF8F,
0.0002064600,16,0xFF8F,
0.0002080000,16,0xFF8F,
0.0002095400,16,0xFF8F,
0.0002119400,17,0x000F,
0.0002134800,17,0xFF8F,
0.0002150000,17,0xFF8F,
0.0002165400,17,0xFF8F,
0.0002180800,17,0xFF8F,
0.0002196200,17,0xFF8F,
0.0002211600,17,0xFF8F,
0.0002226800,17,0xFF8F,
0.0002250800,18,0x000F,
0.0002266200,18,0xFF8F,
0.0002281600,18,0xFF8F,
0.0002297000,18,0xFF8F,
0.0002312400,18,0xFF8F,
0.0002327600,18,0xFF8F,
0.0002343000,18,0xFF8F,
0.0002358400,18,0xFF8F,
0.0002382400,19,0x000F,
0.0002397800,19,0xFF8F,
0.0002413200,19,0xFF8F,
0.0002428400,19,0xFF8F,
0.0002443800,19,0xFF8F,
0.0002459200,19,0xFF8F,
0.0002474600,19,0xFF8F,
0.0002490000,19,0xFF8F,
0.0002514000,20,0x000F,
0.0002529200,20,0xFF8F,
0.0002544600,20,0xFF8F,
0.0002560000,20,0xFF8F,
0.0002575400,20,0xFF8F,
0.0002590800,20,0xFF8F,
0.0002606000,20,0xFF8F,
0.0002621400,20,0xFF8F,
0.0002645400,21,0x000F,
0.0002660800,21,0xFF8F,
0.0002676200,21,0xFF8F,
0.0002691600,21,0xFF8F,
0.0002706800,21,0xFF8F,
0.0002722200,21,0xFF8F,
0.0002737600,21,0xFF8F,
0.0002753000,21,0xFF8F,
0.0002777000,22,0x000F,
0.0002792400,22,0xFF8F,
0.0002807600,22,0xFF8F,
0.0002823000,22,0xFF8F,
0.0002838400,22,0xFF8F,
0.0002853800,22,0xFF8F,
0.0002869200,22,0xFF8F,
0.0002884400,22,0xFF8F,
0.0002908400,23,0x0003,
0.0002923800,23,0xFFE3,
0.0002939200,23,0xFFE3,
0.0002954600,23,0xFFE3,
0.0002970000,23,0xFFE3,
0.0002985200,23,0xFFE3,
0.0003000600,23,0xFFE3,
0.0003016000,23,0xFFE3,
0.0003042000,24,0x000F,
0.0003057200,24,0xFF8F,
0.0003072600,24,0xFF8F,
0.0003088000,24,0xFF8F,
0.0003103400,24,0xFF8F,
0.0003118800,24,0xFF8F,
0.0003134000,24,0xFF8F,
0.0003149400,24,0xFF8F,
0.0003173400,25,0x000F,
0.0003188800,25,0xFF8F,
0.0003204200,25,0xFF8F,
0.0003219600,25,0xFF8F,
0.0003234800,25,0xFF8F,
0.0003250200,25,0xFF8F,
0.0003265600,25,0xFF8F,
0.0003281000,25,0xFF8F,
0.0003305000,26,0x000F,
0.0003320400,26,0xFF8F,
0.0003335600,26,0xFF8F,
0.0003351000,26,0xFF8F,
0.0003366400,26,0xFF8F,
0.0003381800,26,0xFF8F,
0.0003397200,26,0xFF8F,
0.0003412400,26,0xFF8F,
0.0003436400,27,0x000F,
0.0003451800,27,0xFF8F,
0.0003467200,27,0xFF8F,
0.0003482600,27,0xFF8F,
0.0003498000,27,0xFF8F,
0.0003513200,27,0xFF8F,
0.0003528600,27,0xFF8F,
0.0003544000,27,0xFF8F,
0.0003568000,28,0x000F,
0.0003583400,28,0xFF8F,
0.0003598800,28,0xFF8F,
0.0003614000,28,0xFF8F,
0.0003629400,28,0xFF8F,
0.0003644800,28,0xFF8F,
0.0003660200,28,0xFF8F,
0.0003675600,28,0xFF8F,
0.0003699600,29,0x000F,
0.0003714800,29,0xFF8F,
0.0003730200,29,0xFF8F,
0.0003745600,29,0xFF8F,
0.0003761000,29,0xFF8F,
0.0003776400,29,0xFF8F,
0.0003791600,29,0xFF8F,
0.0003807000,29,0xFF8F,
0.0003831000,30,0x000F,
0.0003846400,30,0xFF8F,
0.0003861800,30,0xFF8F,
0.0003877200,30,0xFF8F,
0.0003892600,30,0xFF8F,
0.0003907800,30,0xFF8F,
0.0003923200,30,0xFF8F,
0.0003938600,30,0xFF8F,
0.0003962600,31,0x000F,
0.0003978000,31,0xFF8F,
0.0003993400,31,0xFF8F,
0.0004008600,31,0xFF8F,
0.0004024000,31,0xFF8F,
0.0004039400,31,0xFF8F,
0.0004054800,31,0xFF8F,
0.0004070200,31,0xFF8F,
0.0004094200,32,0x000F,
0.0004109400,32,0xFF8F,
0.0004124800,32,0xFF8F,
0.0004140200,32,0xFF8F,
0.0004155600,32,0xFF8F,
0.0004170800,32,0xFF8F,
0.0004186200,32,0xFF8F,
0.0004201600,32,0xFF8F,
0.0004225600,33,0x000F,
0.0004241000,33,0xFF8F,
0.0004256400,33,0xFF8F,
0.0004271800,33,0xFF8F,
0.0004287000,33,0xFF8F,
0.0004302400,33,0xFF8F,
0.0004317800,33,0xFF8F,
0.0004333200,33,0xFF8F,
0.0004357200,34,0x000F,
0.0004372600,34,0xFF8F,
0.0004387800,34,0xFF8F,
0.0004403200,34,0xFF8F,
0.0004418600,34,0xFF8F,
0.0004434000,34,0xFF8F,
0.0004449400,34,0xFF8F,
0.0004464600,34,0xFF8F,
0.0004488600,35,0x000F,
0.0004504000,35,0xFF8F,
0.0004519400,35,0xFF8F,
0.0004534800,35,0xFF8F,
0.0004550200,35,0xFF8F,
0.0004565400,35,0xFF8F,
0.0004580800,35,0xFF8F,
0.0004596200,35,0xFF8F,
0.0004620200,36,0x000F,
0.0004635600,36,0xFF8F,
0.0004651000,36,0xFF8F,
0.0004666200,36,0xFF8F,
0.0004681600,36,0xFF8F,
0.0004697000,36,0xFF8F,
0.0004712400,36,0xFF8F,
0.0004727800,36,0xFF8F,
0.0004751800,37,0x000F,
0.0004767000,37,0xFF8F,
0.0004782400,37,0xFF8F,
0.0004797800,37,0xFF8F,
0.0004813200,37,0xFF8F,
0.0004828600,37,0xFF8F,
0.0004843800,37,0xFF8F,
0.0004859200,37,0xFF8F,
0.0004883200,38,0x000F,
0.0004898600,38,0xFF8F,
0.0004914000,38,0xFF8F,
0.0004929400,38,0xFF8F,
0.0004944600,38,0xFF8F,
0.0004960000,38,0xFF8F,
0.0004975400,38,0xFF8F,
0.0004990800,38,0xFF8F,
0.0005014800,39,0x0003,
0.0005030200,39,0xFFE3,
0.0005045400,39,0xFFE3,
0.0005060800,39,0xFFE3,
0.0005076200,39,0xFFE3,
0.0005091600,39,0xFFE3,
0.0005107000,39,0xFFE3,
0.0005122200,39,0xFFE3,
0.0005148200,40,0x0000,
0.0005163600,40,0x0000,
0.0005179000,40,0x0000,
0.0005194200,40,0x0000,
0.0005209600,40,0x0000,
0.0005225000,40,0x0000,
0.0005240400,40,0x0000,
0.0005255800,40,0x0000,
0.0005279800,41,0x0000,
0.0005295000,41,0x0000,
0.0005310400,41,0x0000,
0.0005325800,41,0x0000,
0.0005341200,41,0x0000,
0.0005356600,41,0x0000,
0.0005371800,41,0x0000,
0.0005387200,41,0x0000,
0.0005411200,42,0x0000,
0.0005426600,42,0x0000,
0.0005442000,42,0x0000,
0.0005457400,42,0x0000,
0.0005472600,42,0x0000,
0.0005488000,42,0x0000,
0.0005503400,42,0x0000,
0.0005518800,42,0x0000,
0.0005542800,43,0x0000,
0.0005558200,43,0x0000,
0.0005573400,43,0x0000,
0.0005588800,43,0x0000,
0.0005604200,43,0x0000,
0.0005619600,43,0x0000,
0.0005635000,43,0x0000,
0.0005650200,43,0x0000,
0.0005674200,44,0x0000,
0.0005689600,44,0x0000,
0.0005705000,44,0x0000,
0.0005720400,44,0x0000,
0.0005735800,44,0x0000,
0.0005751000,44,0x0000,
0.0005766400,44,0x0000,
0.0005781800,44,0x0000,
0.0005805800,45,0x0000,
0.0005821200,45,0x0000,
0.0005836600,45,0x0000,
0.0005851800,45,0x0000,
0.0005867200,45,0x0000,
0.0005882600,45,0x0000,
0.0005898000,45,0x0000,
0.0005913400,45,0x0000,
0.0005937400,46,0x0000,
0.0005952600,46,0x0000,
0.0005968000,46,0x0000,
0.0005983400,46,0x0000,
